Name,RewardRate,Category,Amex,MasterCard,Visa,Description
"Stora Matsalen, Husby Säteri",0.5000000000,Restaurant/Bar/Café,inactive,active,active,"The menu at Husby Säteri changes according to season. Each week's á la carte menu is composed from the ingredients available at this time a year. Among our specialties are geese from Slätbaken, game meat from our own estate and vegetables and herbs from our own garden. The wine list offers an exclusive assortment of wines from classical as well as modern districts. Our sommelier constantly ensures that the wine pairings goes well with the weekly menu. We are also happy to invite our guests down into our wine cellars and together tailor the wine list for the upcoming evening."
Schweizeriet,0.5000000000,Restaurant/Bar/Café,inactive,active,active,"Enjoy a lovely cup of coffee or chocolate while enjoying the view from the tall windows overlooking the castle yard. At Schweizeriet you can relax and enjoy a delicate piece of pastry, coffee bread or cake. Schweizeriet is open during the summer season from the 18th of June to the 18th of August, Monday to Friday from 10:00 to 16:00."
Restaurang Backfickan,0.5000000000,Restaurant/Bar/Café,active,active,active,"We are completely out of fashion. We cook food like we used to do. From scratch. That has actually become modern to do again, and people are making a lot of fuzz about it. But to us it's all about showing the food and ingredients the respect they deserve. Great food is made from great ingredients, preferable ingredients found where you are right now. It heightens the quality of the food as well as the environment. Trends come and go. We aim to maintain a high level of quality and focuses on the tastes and ingredients readily available within our local area. Preferably fish from the lake just outside or deer or moose from the nearby forests. Remember to call us and book in advance."
E&E Restaurang,0.5000000000,Restaurant/Bar/Café,inactive,active,active,"Welcome to E&E Restaurang!<br/><br/>A taste experience from our chefs Justus, Dennis & Max, with personal service from Rebecka, Molly, Ronja, Anna & Ida H. Our goal is to create rustic, beautifully prepared dishes from amazing ingredients and of course a lot of love and care. We take all allergies into consideration. Tell your waitress before ordering if there is anything to which you have an intolerance. We have a fine assortment of beers, both draught and bottled, as well as a popular wine list.<br/><br/>Mon-Sat, we serve a la carte with something for all tastes. Make a reservation to be on the safe side. The kitchen is open from  6:00 PM."
Bröd och Vänner,0.5000000000,Restaurant/Bar/Café,inactive,active,active,"If you are a private person or company, who want to order Malmo tastiest sandwiches and pies, you have come to the right place. We look forward to welcome you at Bröd och Vänner."
Hotell Björkhaga,0.5000000000,Restaurant/Bar/Café,active,active,active,"Our restaurant at Björkhaga Hotell & Konferens serves breakfast, lunch, dinner and weekend dinner. We are passionate about using raw produce of high quality from the surrounding area to benefit the animals, nature, environment and local trade. We make as much of our food as possible using local produce, and we like to use the forest larder for berries, mushrooms and game. Our local game slaughterhouse, Viltboden at Hästbråten Gård, supplies us with, among other things, venison, moose and cured meats.<br/><br/>Our restaurant is also handicapped accessible. Please call us to make a reservation.<br/><br/>We look forward to welcome you!"
La Perla,0.5000000000,Restaurant/Bar/Café,inactive,active,active,"Usine is a new trendy venue option in Södermalm. We have multiple restaurants in various branches and we offer everything from café, bar, dining room, galleries and conference center. We also offer takeaway options as our main focus is to deliver on every wish that our clients have.<br/><br/>With our selection of different venues for every need we can meet all types of request, big and small and we always have quality in focus, which defines our food, drinks, locations, staff etc.<br/><br/>Usine is becoming an important part of Fatbursområdet, which is quickly becoming the exciting and trending new part of Södermalm."
Usine Café,0.5000000000,Restaurant/Bar/Café,inactive,active,active,"Usine is a new trendy venue option in Södermalm. We have multiple restaurants in various branches and we offer everything from café, bar, dining room, galleries and conference center. We also offer takeaway options as our main focus is to deliver on every wish that our clients have.<br/><br/>With our selection of different venues for every need we can meet all types of request, big and small and we always have quality in focus, which defines our food, drinks, locations, staff etc.<br/><br/>Usine is becoming an important part of ""Fatbursområdet"", which is quickly becoming the exciting and trending new part of Södermalm."
Egon Mall of Scandinavia,0.5000000000,Restaurant/Bar/Café,active,active,active,"At Egon everyone belongs!<br/><br/>When you visit our Restaurants you'll experience a homely and warm atmosphere, friendly service and delicious food - This is our recipe for a joyful evening. This is why we have developed a passionate concept that helps us fulfill this recipe every single day. We have worked on our interior design, food and atmosphere for many years to ensure that you can enjoy your meal under the best circumstances possible.<br/><br/>We're looking forward to seeing you in the future."
Stockholm Fisk,0.5000000000,Restaurant/Bar/Café,active,active,active,"Sweden’s coastal waters offer up rich delicacies for the discriminating palate. Experience seafood when it is at the peak of flavor and freshness at Stockholm Fisk, one of Stockholm’s only seafood specialty restaurants. We serve carefully selected fish, shellfish, oysters and mussels 365 days a year. The restaurant is located in the heart of the city, inside the Radisson Blu Royal Viking Hotel, and is a popular meeting place for diehard Stockholmers and tourists alike. Our menu gives you plenty to choose from. And since we’re open every day, from early morning to late evening, you’ll have plenty of time to make your selections. If you’d rather not have your meal in the restaurant area, feel free to eat and drink at our popular and intimate lobby bar."
Southside Pub,0.5000000000,Restaurant/Bar/Café,active,active,active,"""The Southside hosts a variety of live music performances and has one of the most comprehensive live sporting coverages in Stockholm. With the choice of 3 big screen TVs quality viewing is guaranteed. We show International football, the English Premiership, Championship and Scottish Premier as well as ice-hockey, rugby and bandy fixtures. The Southside Cavern is our International live music venue located in the Southside cellar. This popular, cosy venue hosts up to 80 persons with one of the best sound systems available for it’s size, giving an unforgettable ‘up close and personal’ experience with bands and artists."""
Wärdshuset Ulla Winbladh,0.5000000000,Restaurant/Bar/Café,active,active,active,"Coming to Ulla Winbladh is supposed to feel a bit like coming home. The idea of an inn is based on giving you personalized service every day, all year round. For better or worse, we hold weddings and christenings, as well as funerals.We are open 363 days a year, and closely observe traditions, both taste and calendar wise. On Sundays, for example, we always serve veal steak, cream sauce and homemade jelly. During the year we set the table for Easter, Midsummer, the crayfish premier, Martin Goose, Christmas, Mother’s and Father’s Day. And we are happy to share our expertise and dedication—do you want to learn how to saber, tell the difference between Chardonnay and Chablis, or cook a real collops from scratch? Then you are home."
Ångbåtsbryggan,0.5000000000,Restaurant/Bar/Café,active,active,active,"Ångbåtsbryggans actual fundamental idea is based on availability, which includes both the restaurant and the museum's activities. The museum is free and will be open year round, from the time the restaurant opens its gates in the morning until it closes late in the evening. In the restaurant, you are welcome regardless of whether you just want to cast an eye on the boats over a glass of champagne or enjoy a three-course menu in the restaurant. Both the museum and the dining area is designed so that the visitor will be able to get as close to the boats as possible to see them in their entirety. Inside, everyone who wants to immerse themselves in more detailed history and technology to get their fill. In the middle of the restaurant there is a fully functioning steam launch in miniature whose mechanics can be studied while enjoying a drink or tucking into a Minute Steak."
Sjöpaviljongen,0.5000000000,Restaurant/Bar/Café,active,active,active,We look forward to welcome you.
Råvara Luleå Storgatan,0.5000000000,Restaurant/Bar/Café,inactive,active,inactive,"We make sure to create dishes that give you energy and strength to win over life's challenges. Proteins, vitamins and good carbohydrates in just the right balance. At Råvara, we prepare good food from scratch. Our goal is to be 100% additive-free by 2021.<br><br>It does not have to be complicated to live a healthy life. We make it quick and easy for you to eat good and healthy food both for lunch and dinner."
